Name,Price,Stars,Score,SpokenLanguages,Reviews,Location,Sparkling clean,NewlyBuilt,ExcellentView,Check In 24/7,AirportTransfer,Front Desk,Valet Parking,Free WiFi In All Rooms,Swimming Pool,Bar,Coffee,DailyHousekeeping,Golf,Kids club,Booked today,Real Guest Cleanlines Score,Real Guest Facilities Score,Real Guest Location Score,Real Guest Service Score,Real Guest Value for money Score,Origin
Villa Cha-Cha Khaosan Rambuttri,84,3.0,7.8,"English, Thai",751,"327/2-4 Soi Rambuttri, Talayod, Chanasongkham, Phranakorn, Khaosan, Bangkok, Thailand, 10200",0,0,0,1,0,1,0,1,0,1,1,1,0,0,3.0,7.7,6.9,8.7,7.7,7.8,Bangkok
White Orchid Inn Nana 1,59,2.0,6.3,"Danish, Thai",454,"21/7 Sukhumvit 4, Sukhumvit Road, Sukhumvit, Bangkok, Thailand",0,0,0,0,0,1,0,1,0,0,0,1,0,0,0.0,5.7,5.2,7.8,5.2,6.2,Bangkok
Your Place Hotel,72,0.0,8.4,"English, Thai",181,"Borommaratchachonnani Road, Thonburi, Bangkok, Thailand, 10700",0,0,0,0,0,0,0,1,0,0,0,1,0,0,12.0,8.7,8.0,8.5,8.7,8.5,Bangkok
Ruan Plaisoi Apartment,74,3.0,7.9,"English, Thai",343,"Thonburi, Bangkok, Thailand",0,0,0,0,0,0,0,1,0,0,1,1,0,0,0.0,8.5,8.0,8.1,8.3,8.4,Bangkok
Pratunam19 hotel,89,3.0,7.8,"English, Burmese, Chinese [Mandarin], Thai",565,"77/23 Phetchaburi 19 Thanonphayathai Rajthevee, Pratunam Bangkok, Thailand,, Pratunam, Bangkok, Thailand, 10400",0,0,0,0,0,1,0,1,0,0,0,0,0,0,3.0,8.1,7.0,7.8,8.1,8.0,Bangkok
Amenity@22,104,2.0,7.4,"English, Japanese, Thai",36,"sukhumvit22, Sukhumvit, Bangkok, Thailand, 10110",0,0,0,1,0,1,0,1,0,0,1,1,0,0,0.0,6.0,5.0,6.7,7.3,6.3,Bangkok
Best Western Ratchada Hotel,173,3.0,9.5,"English, Thai",6,"322/433 Ratchadaphisek 3, Din Daeng, Bangkok 10400, Ratchada, Bangkok, Thailand, 10400",1,1,0,0,0,1,0,1,1,0,1,1,0,0,3.0,10.0,8.8,9.6,10.0,10.0,Bangkok
Lamphu Tree House Boutique Hotel,143,3.0,8.7,"English, Thai",1605,"155 Prachatipatai Rd. Baan Phanthom, Phra Nakorn, Bangkok Thailand 10200, Khaosan, Bangkok, Thailand, 10200",0,0,0,0,0,1,0,1,0,1,1,1,0,0,0.0,8.7,8.1,8.7,8.7,8.3,Bangkok
Princeton Bangkok Hotel,89,3.5,7.5,"English, Thai",306,"No. 59 Mitmaitri Road, Din Daeng District , Ratchada, Bangkok, Thailand, 10400",0,0,0,0,1,1,0,1,1,0,1,1,0,0,0.0,7.6,7.3,7.4,7.4,7.5,Bangkok
ZLEEP63 Hostel,50,1.5,8.0,"English, Thai",836,"17/128, 17/129 Soi Song Prapa 1, Yak 2, Song Prapa Road., Don Mueang International Airport, Bangkok, Thailand, 10210",0,0,0,0,0,1,0,1,0,0,0,1,0,0,0.0,8.2,7.3,8.2,8.2,8.0,Bangkok
OYO 426 All Day Hostel @ Sukhumvit,65,3.0,8.4,"English, Thai",522,"71, Sukhumvit 97 Alley, Bangkok, Sukhumvit, Bangkok, Thailand, 10260",0,0,0,0,0,1,0,1,0,0,0,1,0,0,12.0,8.2,8.2,8.9,8.4,8.8,Bangkok
Capital O OYO 275 Kailub,55,3.0,7.9,"English, Thai",598,"225/109-110 CN House, Kumklao Road, Bangkok, Suvarnabhumi Airport, Bangkok, Thailand, 10510",0,0,0,0,0,1,0,1,0,1,1,1,0,0,0.0,8.0,7.8,7.8,8.0,8.3,Bangkok
Ideal Hotel Pratunam,179,3.0,8.2,"English, Thai",1172,"1/38-39 Phetchaburi Rd., Soi Phetchburi 19 (PIMPORN ALLEY), Pratunam, Bangkok, Thailand, 10400",0,0,0,0,0,0,0,1,0,0,0,1,0,0,0.0,8.3,7.2,8.9,8.2,8.6,Bangkok
Siam Journey Guesthouse,63,1.0,7.8,"English, Chinese [Cantonese], Portuguese, Spanish, Thai",346,"164/68 Soi Nomchit Praya Thai,, Siam, Bangkok, Thailand, 10400",0,0,0,0,1,0,0,1,0,1,0,0,0,0,5.0,7.6,7.1,8.2,8.1,8.3,Bangkok
C U Inn Bangkok (SHA Plus+),97,3.0,8.0,"English, Chinese [Mandarin], Thai",1569,"1094/22-28 Vibhavadi-Rangsit Rd. Chompol, Chatuchak, Bangkok 10900, Chatuchak, Bangkok, Thailand, 10900",0,0,0,0,1,1,0,1,0,1,1,1,0,0,7.0,8.3,7.7,7.7,7.8,8.4,Bangkok
The Rooftop Residence,776,2.0,8.5,"English, Thai",115,"380 Soi Mangkon, Mithapan Rd., Pomprab,, China Town, Bangkok, Thailand, 10100",0,0,0,0,0,0,0,1,0,0,0,1,0,0,0.0,8.7,8.7,7.7,9.2,9.0,Bangkok
The Mini R Ratchada Hotel,125,3.0,7.7,"English, Chinese [Mandarin], Lao, Thai",1504,"161 Ratchadapisek Road, Dindaeng, Ratchada, Bangkok, Thailand, 10400",0,0,0,1,1,1,0,1,0,0,1,1,0,0,4.0,7.9,7.1,8.0,7.6,7.9,Bangkok
Aree Art Residence,48,4.0,7.4,"English, Thai",926,"Chatuchak, Bangkok, Thailand",0,0,0,0,0,1,0,1,0,0,0,1,0,0,21.0,8.2,7.2,6.3,7.6,8.0,Bangkok
Oh Bangkok Hostel,63,2.0,7.6,"English, Chinese [Cantonese], Chinese [Mandarin], Spanish, Thai",959,"107 Samsen Soi 4, Ban Phan Thom, Phra Nakorn, Bangkok, Thailand 10200, Khaosan, Bangkok, Thailand, 10200",0,0,0,0,1,0,0,1,0,1,1,1,0,0,0.0,7.6,7.2,7.8,7.7,7.9,Bangkok
7 Days Premium Hotel at Icon Siam Station,63,3.0,8.2,"English, Thai",429,"122/1-122/4, Latya Rd., Khlong San, Khlong San, Thonburi, Bangkok, Thailand, 10600",0,0,0,0,0,0,0,1,0,1,1,1,0,0,0.0,8.5,8.0,8.4,8.1,8.4,Bangkok
Rest@Ratchada hotel,49,4.0,8.2,"English, Chinese [Mandarin], Thai",140,"Ratchadaphisek Road, Ratchada, Bangkok, Thailand, 10310",0,0,0,1,0,1,0,1,0,1,0,1,0,0,20.0,8.3,7.4,8.4,8.9,8.5,Bangkok
Wild Orchid Villa,499,3.0,7.2,"English, Thai",1653,"8 Soi Chana Songkhram, Khaosan, Bangkok, Thailand, 10200",0,0,0,0,0,0,0,1,1,1,1,1,0,0,5.0,6.8,6.5,8.5,6.1,6.5,Bangkok
Scala Hostel,84,2.0,8.2,"English, Chinese [Mandarin], Thai",476,"475-477 Yaowarat Road, China Town, Bangkok, Thailand, 10100",0,0,0,1,1,0,0,1,0,0,0,1,0,0,14.0,8.1,7.6,9.1,8.2,8.2,Bangkok
Ozone Hotel@Samyan Bangkok (SHA Extra Plus),163,0.0,8.0,"English, Thai",184,"120 Soi Chulalongkorn 5 Rama 4 Road Wangmai Pathumwan, Siam, Bangkok, Thailand, 10330",0,0,0,1,1,1,0,1,0,0,0,1,0,0,4.0,8.2,7.5,8.7,8.2,8.1,Bangkok
Cazz Hostel,59,2.5,9.0,"English, Chinese [Mandarin], Japanese, Thai",569,"1761-1763 Sukhumvit Road Prakanong Nua Wattana , Sukhumvit, Bangkok, Thailand, 10110",0,0,0,1,0,1,0,1,0,1,1,1,0,0,0.0,8.9,8.9,8.4,10.0,9.4,Bangkok
De Sky (Sukhumvit-Ekkamai),98,3.0,5.9,"English, Thai",162,"9/28-29 Soi Tana Arcade,Sukhumvit 63(Ekkamai) Road, North Klongton ,Wattana, Sukhumvit, Bangkok, Thailand, 10110",0,0,0,0,0,0,0,1,0,1,1,1,0,0,0.0,5.4,4.6,7.6,6.4,5.6,Bangkok
Click Hostel,79,3.0,8.9,"English, Thai",326,"12/12 Soi Sukhumvit 33 Klongtun-nue Wattana, Sukhumvit, Bangkok, Thailand, 10110",0,0,0,0,0,0,0,1,0,1,0,1,0,0,3.0,8.9,8.5,9.0,9.1,9.1,Bangkok
Sweet's Escape,149,2.0,9.0,"English, Thai",216,"8/16 Soi Sukhumvit 16 (Sammitr) Khwaeng Khlong Toei, Sukhumvit, Bangkok, Thailand, 10110",1,1,0,0,0,0,0,1,0,0,1,1,0,0,0.0,9.4,7.9,9.5,9.3,8.9,Bangkok
Sara's Hotel,243,3.0,8.5,"English, Russian, Thai",247,"13/2-5,13/9 Soi Sukhumvit 3 ,Nana Nua, Wattana , Sukhumvit, Bangkok, Thailand, 10110",0,0,0,1,0,1,0,1,0,1,1,1,0,0,0.0,9.0,7.5,8.7,8.7,8.3,Bangkok
Moca Hotel,70,3.0,7.9,"English, Chinese [Mandarin], Thai",915,"371/45 Sarankom 2, Songprapha Road, Sikan, Donmuang, Don Mueang International Airport, Bangkok, Thailand, 10210",0,0,0,1,1,1,0,1,0,0,1,1,0,0,0.0,8.1,7.5,8.0,8.0,8.1,Bangkok
Yotaka Residence,106,2.0,8.5,"English, Thai",83,"246/5 Soi Ladphraw 122 Ramkhamhaeng 65 WangThangLang Bangkapi Bangkok, Bang Kapi, Bangkok, Thailand, 10310",0,0,0,1,1,1,0,1,1,0,0,1,0,0,0.0,8.7,8.4,7.9,8.8,8.5,Bangkok
The Corner Ratchada,56,2.0,7.3,"English, Thai",373,"1364 Soi Sudprasert 2, Sutthisarn-Vinichai Road, Huai Kwang, Bangkok, Ratchada, Bangkok, Thailand, 10310",0,0,0,0,0,1,0,1,0,0,0,1,0,0,9.0,7.1,6.5,8.3,7.2,7.4,Bangkok
Sathorn Saint View Serviced Apartment,49,2.0,6.8,"English, Thai",1188,"201/1 Soi Charoen Rad 1 part 9, South Sathorn Road,, Sathorn, Bangkok, Thailand, 10120",0,0,1,0,0,1,0,1,0,0,1,1,0,0,0.0,6.3,6.7,6.4,6.0,6.9,Bangkok
Synsiri 3 Ladprao 83 Hotel (SHA Plus+),49,3.0,7.6,"English, Thai",578,"18, Ladprao 83 Ladprao Road, KhlongChaokhunSing, Wangthonglang, Ratchada, Bangkok, Thailand, 10310",0,0,0,1,0,1,0,1,0,0,0,1,0,0,0.0,7.7,7.3,8.1,7.0,7.7,Bangkok
Goody Hotel (SHA Certified),39,3.0,7.7,"English, Thai",828,"20 Ramkhamhaeng 40, Ramkhamhaeng Road ,Huamak, Ramkhamhaeng, Bangkok, Thailand, 10240",0,0,0,0,0,0,0,1,0,0,0,1,0,0,13.0,7.6,7.3,7.6,8.1,8.1,Bangkok
Double Two@Sathorn,68,3.0,7.6,"English, Thai",498,"2092/28 Narathiwas road Chongnonsri, Yannawa , Sathorn, Bangkok, Thailand, 10120",0,0,0,0,0,0,0,1,0,0,0,1,0,0,0.0,8.1,7.2,7.6,7.6,7.6,Bangkok
Twin Peaks Sukhumvit Suites,264,4.5,7.9,"English, Chinese [Cantonese], Chinese [Mandarin], Malay, Thai",357,"Sukhumvit, Bangkok, Thailand",0,0,0,1,1,0,0,1,1,0,0,1,0,0,0.0,7.6,7.3,9.3,7.8,8.0,Bangkok
iCheck inn Skyy Residence Sukhumvit 1,107,3.0,6.3,"English, Arabic, Malay, Thai",49,"Sukhumvit Soi 1, Ruenrudee, Khlong Toei Nua, Khet Wattana,, Sukhumvit, Bangkok, Thailand, 10110",0,0,0,0,1,1,0,1,0,1,1,1,0,0,0.0,6.1,6.2,6.6,6.6,6.5,Bangkok
View Dee BKK Airport Residence,69,3.0,8.4,"English, Chinese [Mandarin], French, Thai",49,"1144/8 Street Ladkrabang 38, Suvarnabhumi Airport, Bangkok, Thailand, 10520",0,0,0,0,1,1,0,1,0,1,1,1,1,0,0.0,8.1,8.2,8.0,8.9,8.8,Bangkok
Yotaka Boutique Hotel,99,3.0,7.7,"English, Thai",187,"246/7 soi Mahadtai (Ramkhumheang 65) Ladpraw 122 road Wangthonglhang, Bang Kapi, Bangkok, Thailand, 10310",0,0,0,1,1,1,0,1,0,1,1,1,0,0,0.0,7.9,7.5,7.1,6.8,7.8,Bangkok
Des Res Hotel and Residence,75,4.5,8.4,"English, Korean, Thai",773,"Bang Na, Bangkok, Thailand",0,0,0,1,0,0,0,1,0,0,0,1,0,0,0.0,9.0,8.4,7.9,8.0,8.4,Bangkok
S3 Residence Park,93,2.0,8.4,"English, Thai",1280,"ถ. ราชวิถี, Pratunam, Bangkok, Thailand, 10400",0,0,0,0,0,0,0,1,0,0,1,1,0,0,0.0,8.8,7.9,8.7,8.4,8.7,Bangkok
Penpark Place,74,3.0,8.1,"English, Thai",1016,"22 Soi Samsen 3, Samsen Road, Sampraya, Pranakorn, Khaosan, Bangkok, Thailand, 10200",0,0,0,1,1,1,0,1,0,0,1,1,0,0,7.0,8.0,7.2,7.9,7.6,8.1,Bangkok
OYO 102 Diamond Residence Silom,68,3.0,6.7,"English, Burmese, Hindi, Thai",578,"703-705, Silom road,Opp. Narai Hotel, Bangkok, Silom, Bangkok, Thailand, 10500",0,0,0,1,1,1,0,1,0,1,0,1,0,0,0.0,6.3,6.1,7.9,7.0,6.6,Bangkok
RD Hotel,55,3.0,7.9,"English, Thai",1311,"10/13-16 Arunamarin Road, Arunamarin, Bangkoknoi, Bangkok Riverside, Bangkok, Thailand, 10700",0,0,0,0,0,1,1,1,0,0,1,1,0,0,11.0,7.3,7.2,8.0,6.0,7.4,Bangkok
Bangkok Natural Resort & Spa,68,5.0,5.6,"English, Thai",27,"1148 Soi Phatthanakan 30 Khwaeng Suan Luang, Bang Na, Bangkok, Thailand, 10250",0,0,0,1,0,1,0,1,0,0,0,1,0,0,0.0,5.8,4.3,5.4,5.8,5.4,Bangkok
Maverick Ratchada Hotel,65,3.0,7.9,"English, Chinese [Mandarin], Thai",769,"95 Soi Intamara 45 (Soi Rachada 17) Din Dang Din Dang Bangkok, Ratchada, Bangkok, Thailand, 10400",0,0,0,1,0,1,0,1,0,0,1,1,0,0,0.0,8.0,7.4,7.6,7.5,8.1,Bangkok
RedDoorz Premium Coco Hotel,72,3.5,8.1,"English, Chinese [Mandarin], Thai",1044,"797 M.9 Soi Bearing66 Sukhumvit 107, Bang Na, Bangkok, Thailand, 10270",0,0,0,1,1,1,0,1,0,1,1,1,0,0,4.0,8.3,8.0,7.9,8.5,8.3,Bangkok
Hotel Paraiso,49,2.0,8.0,Thai,324,"253 Soi Pracha Rat Bamphen 1 Khwaeng Din Daeng, Ratchada, Bangkok, Thailand, 10400",0,0,0,0,0,0,0,1,0,0,0,0,0,0,17.0,8.2,7.8,8.1,8.5,8.2,Bangkok
The Victory View,89,2.0,8.7,"English, Thai",608,"Phayathai Road, Pratunam, Bangkok, Thailand, 10400",0,0,0,0,0,0,0,1,0,0,0,1,0,0,16.0,8.7,8.3,9.0,8.8,9.0,Bangkok
Tuk Tuk Hostel,43,2.5,8.5,"English, Chinese [Mandarin], Thai",220,"101 Somdet Phra Pinklao Road , Bang Yi Khan, Bang Phlat, Bangkok, Thonburi, Bangkok, Thailand, 10700",0,0,0,1,0,1,0,1,0,0,1,1,0,0,4.0,8.9,8.2,8.5,8.6,8.9,Bangkok
Baan Noppawong,198,3.0,8.8,"English, Thai",476,"112-114 Soi Damnoen Klang Tai, Ratchadamnoen Klang Rd., Bowon Niwet, Phra Nakhon, Khaosan, Bangkok, Thailand, 10200",1,0,0,0,0,0,0,1,0,0,1,1,0,0,0.0,9.1,8.1,8.5,8.6,8.9,Bangkok
Sleepbox Sukhumvit 22,73,3.0,8.4,"English, Thai",1233,"404 Soi Sainamthip 3, Sukhumvit Soi 22, Sukhumvit, Bangkok, Thailand, 10110",0,0,0,0,0,0,0,1,0,0,0,1,0,0,0.0,8.8,8.1,7.7,8.5,8.8,Bangkok
Owl's Nest Hostel,27,0.0,7.2,"English, Thai",17,"Soi Sukhumvit 30 1/48, Sukhumvit, Bangkok, Thailand, 10110",0,0,0,0,0,1,0,1,0,0,0,0,0,0,0.0,6.3,5.8,7.5,6.1,7.3,Bangkok
Morn-Ing Hostel,64,2.5,8.9,"English, Chinese [Mandarin], Thai",950,"2 Lat Krabang 42 Alley Lat Krabang, Lat Krabang Bangkok Thailand 10520, Suvarnabhumi Airport, Bangkok, Thailand, 10520",1,0,0,1,1,1,0,1,0,0,0,1,0,0,8.0,9.1,8.6,8.9,9.5,9.2,Bangkok
Capital Mansion (SHA Certified),171,3.5,8.3,"English, Chinese [Mandarin], Thai",136,"1371 Phahoyothin Rd., (Between Phaholyothin Soi 13 and Sapan-Kwaii Intersection), Phayathai, Chatuchak, Bangkok, Thailand, 10400",0,0,0,0,0,1,0,1,0,1,0,1,0,0,0.0,8.8,7.7,8.1,7.9,8.9,Bangkok
Sapphire hotel Silom Bangkok 蓝宝石曼谷酒店,131,5.0,7.9,"English, Chinese [Mandarin], Thai",617,"282, 282 Si Lom 22/1, Silom Road, Bang Rak, Silom, Bangkok, Thailand, 10500",0,0,0,0,1,1,0,1,0,0,0,1,0,0,0.0,7.8,7.5,8.0,7.8,8.3,Bangkok
SleepCats Hostel,87,2.0,7.8,English,166,"199/182 Choet Wutthakat Rd, Don Mueang International Airport, Bangkok, Thailand",0,0,0,1,0,1,0,1,0,0,0,0,0,0,0.0,8.0,7.3,8.3,8.1,7.8,Bangkok
Baan Dinso,134,3.0,8.9,"English, Thai",770,"113, Trok Sin, Dinso Rd., Borvornnivate, Pranakorn, Khaosan, Bangkok, Thailand, 10200",1,0,0,1,1,0,0,1,0,0,1,1,0,0,0.0,9.3,8.4,8.8,8.9,9.3,Bangkok
Mam's House Khaosan,61,3.0,8.2,"English, Thai",49,"1,3,5 samsen road, watsamphaya, phranakorn, Khaosan, Bangkok, Thailand, 10200",0,0,0,0,1,0,0,1,0,0,0,0,0,0,0.0,8.3,7.5,8.9,8.7,8.1,Bangkok
New APG Apartments,66,4.0,7.7,"English, Thai",483,"Ratchada, Bangkok, Thailand",0,0,0,0,0,0,0,1,0,0,0,1,0,0,0.0,8.0,7.5,7.6,7.6,7.5,Bangkok
The Bangkok Major Suite,66,2.5,7.9,"English, Thai",788,"1658/18-21 Paholyothin Soi 30/1 Paholyothin Road. Khwaeng Chan Kasem, Khet Chatuchak Bangkok 10900, Chatuchak, Bangkok, Thailand, 10900",0,0,0,1,0,1,0,1,0,1,1,1,0,0,17.0,8.2,7.7,8.2,7.7,8.2,Bangkok
The Royal Bee Aparthotel Don Mueang International Airport,99,3.0,8.1,"English, Thai",718,"35 Soi.Phahonyothin 69, Phahonyothin Rd., Don Mueang International Airport, Bangkok, Thailand, 10220",0,0,0,0,0,1,0,1,0,0,1,1,0,0,0.0,8.2,7.7,8.1,7.4,8.0,Bangkok
SP Park Thaphra,148,2.0,7.3,Thai,28,"127/2, Petkasem 11 Road, Wat Tapra,Bangkok Yai , Thonburi, Bangkok, Thailand, 10600",1,0,0,0,0,0,1,1,0,0,1,1,0,0,0.0,6.7,6.7,7.0,6.2,7.2,Bangkok
Season Place,86,3.0,8.3,"English, Thai",343,"61/15 Petchkasem Road, Wattapra, Bangkokyai, Thonburi, Bangkok, Thailand, 10600",0,0,0,1,0,1,0,1,0,0,0,1,0,0,8.0,8.9,8.3,8.5,6.7,8.5,Bangkok
I'm Chinatown Residence,95,3.0,7.6,"English, Chinese [Mandarin], Thai",258,"China Town, Bangkok, Thailand",0,1,0,1,1,1,0,1,0,0,1,1,0,0,7.0,7.8,7.5,8.5,7.5,7.5,Bangkok
Metz Pratunam Hotel,153,3.0,8.0,"English, Thai",2577,"39/22-33, Phetburi Road (Soi 15), Ratchathewi, Pratunam, Bangkok, Thailand, 10400",0,0,0,0,0,1,0,1,0,1,1,1,0,0,5.0,8.3,7.2,7.7,8.1,8.4,Bangkok
Bedroom at Suvarnabhumi Airport (SHA Certified),45,2.0,7.5,"English, Thai",1650,"66/11 Thanon Wat Sriwaree Noi, Lat Krabang 54, Suvarnabhumi Airport, Bangkok, Thailand, 10540",0,0,0,0,0,1,1,1,0,0,0,1,0,0,9.0,7.9,7.0,7.1,7.5,8.4,Bangkok
Synsiri Resort (SHA Plus+),84,3.0,7.4,"English, Thai",826,"93/1 Moo7 Panya-Ram Intra Rd. Kannayao, Min Buri, Bangkok, Thailand, 10230",0,0,0,1,0,1,0,1,0,0,0,0,1,0,4.0,7.4,6.9,7.8,6.9,7.4,Bangkok
Thamrongin Hotel,81,3.0,7.7,"English, Chinese [Mandarin], Thai",454,"665/3 Charan Sanitwong Rd., Arun Amarin, Thonburi, Bangkok, Thailand, 10700",0,0,0,0,0,1,0,0,0,1,1,1,0,0,11.0,7.9,7.6,7.8,7.7,7.7,Bangkok
Nap at 265 Donmuang,69,0.0,8.9,"English, Thai",210,"Chang Akat Uthit Road, Don Mueang International Airport, Bangkok, Thailand, 10210",1,0,0,1,0,0,0,1,0,0,1,0,0,0,0.0,9.2,8.6,8.9,9.1,9.1,Bangkok
Jam Hostel Bangkok,109,2.0,9.4,"English, Chinese [Mandarin], Thai",85,"No.9 Phrasumen Rd., Chanasongkram, Phranakorn, Bangkok 10200, THAILAND, Khaosan, Bangkok, Thailand, 10200",1,0,0,1,1,1,0,1,0,1,0,1,0,0,0.0,9.5,9.2,9.5,9.5,9.5,Bangkok
BB Boutique Mansion,161,3.0,7.7,"English, Thai",705,"46/9 Soi Sukhumvit 20, Sukhumvit Road, Klongton, Klongtoey , Sukhumvit, Bangkok, Thailand, 10110",0,0,0,0,0,1,0,1,0,0,0,1,0,0,0.0,8.1,7.0,7.5,7.7,8.1,Bangkok
Coconut Lane Bangkok,90,5.0,9.8,"English, Dutch, French, German, Thai",34,"26 Thanon Phetchahung, South Thonburi, Bangkok, Thailand, 10130",1,0,0,0,1,0,0,1,0,1,1,0,0,0,0.0,9.9,9.9,9.6,10.0,9.6,Bangkok
Kloem Hostel,118,2.0,9.2,"English, Thai",157,"107/31 Phetchaburi Soi 5 Rama 6 road, Thung Phaya Thai sub-district, Ratchathewi district, Siam, Bangkok, Thailand, 10400",1,0,0,0,0,0,0,1,0,0,0,1,0,0,0.0,9.5,9.4,8.1,9.8,9.5,Bangkok
Sukhumvit Park Bangkok Marriott Executive Apartments,430,5.0,8.7,"English, Chinese [Mandarin], French, German, Japanese, Korean, Thai",1073,"90 Sukhumvit Soi 24, Klongton, Klongtoey, Sukhumvit, Bangkok, Thailand, 10110",1,0,0,1,1,1,0,1,0,1,1,1,1,1,0.0,9.2,8.8,8.1,8.9,9.0,Bangkok
Benjarong Hotel Bangkok,105,3.5,8.8,"English, Chinese [Cantonese], Chinese [Mandarin], Thai",91,"9/56 Ladprao Soi23, Chanthakasem Jatujak, Bangkok, Ratchada, Bangkok, Thailand, 10900",1,0,0,1,0,1,0,1,0,1,1,1,0,0,18.0,9.4,9.1,8.7,9.4,9.3,Bangkok
Livotel Express Hotel Bang Kruai Nonthaburi (SHA Extra Plus),45,3.0,7.8,"English, Thai",1620,"60/111 Moo 2 Bang Kruai, Thonburi, Bangkok, Thailand, 11130",0,0,0,0,0,0,0,1,0,0,0,1,0,0,12.0,7.5,7.4,7.8,8.0,8.1,Bangkok
48 Ville Donmuang Airport,89,3.0,7.9,"English, Thai",508,"94/1 Soi. Phaholyothin 48 , Phaholyothin Rd., Anusaowaree,Bangkhen, Don Mueang International Airport, Bangkok, Thailand, 10220",0,0,0,0,0,1,0,1,0,0,0,1,0,0,11.0,7.4,7.4,7.6,7.4,7.7,Bangkok
Hotel Sapin,217,4.0,9.6,"English, Thai",8,"6 Rong Mueang 2 Khwaeng Rong Muang, Siam, Bangkok, Thailand, 10330",1,0,0,1,0,1,0,1,0,1,1,1,1,0,0.0,10.0,9.0,9.0,10.0,9.7,Bangkok
Casa Luxe Hotel & Resident,67,3.0,8.4,"English, Chinese [Mandarin], Thai",931,"145 Soi Ratchadaphisek 36 Yaek 19-1 Chandrakasem, Chatuchak, Bangkok, Ratchada, Bangkok, Thailand, 10900",0,0,0,0,0,1,0,1,0,0,0,1,0,0,16.0,9.0,8.4,7.9,8.7,8.8,Bangkok
iChapter Suvarnabhumi (SHA Plus+),187,4.0,8.1,"English, Chinese [Cantonese], Chinese [Mandarin], Malay, Thai",208,"30/19 Moo 7 Bangna-Trad Road Soi Manthana Bangchalong, Bang Phli, Samut Pakan, Suvarnabhumi Airport, Bangkok, Thailand, 10540",0,0,0,1,1,1,0,1,0,1,1,1,1,0,0.0,8.4,8.1,7.6,8.4,8.2,Bangkok
the bangkok cha cha suite (SHA Certified),53,3.0,7.9,"English, Thai",647,"1/620 Chok Chai 4 Soi 27 Ladprao, Ratchada, Bangkok, Thailand, 10230",0,0,0,1,0,1,0,1,0,1,1,1,0,0,12.0,8.1,7.7,7.8,8.1,8.3,Bangkok
Siamplaengna Residence,65,4.0,9.8,"English, Thai",8,"59 Soi Chockchairuammitr 16/9 Vibhavadi Rangsit Road, Chatuchak, Bangkok 10900, Ratchada, Bangkok, Thailand, 10900",1,0,0,0,0,0,0,1,0,0,0,1,0,0,0.0,10.0,10.0,9.3,10.0,9.8,Bangkok
Skyy Hotel,142,4.0,7.3,"English, Arabic, Filipino, Finnish, Thai",1047,"88/8 Sukhumvit Soi 1, Sukhumvit Road, Klongtoey-Nua, Wattana, Sukhumvit, Bangkok, Thailand, 10110",0,0,0,1,1,1,0,1,1,1,1,1,0,0,0.0,7.6,6.9,7.7,7.3,7.4,Bangkok
P Park Residence Suvarnabhumi,67,3.0,7.8,"English, Thai",662,"597, Srinakarin Rd., Suanluang, Ramkhamhaeng, Bangkok, Thailand, 10250",0,0,0,0,1,1,1,1,0,0,1,1,1,0,0.0,7.9,7.4,7.8,6.9,7.8,Bangkok
Grand Mercure Bangkok Asoke Residence,355,5.0,8.2,"English, French, Japanese, Thai",1301,"50/5 Sukhumvit Soi 19, Sukhumvit Road, Wattana District, Sukhumvit, Bangkok, Thailand, 10110",0,0,0,1,1,1,0,1,0,1,1,1,1,0,0.0,8.6,8.0,8.3,8.7,8.6,Bangkok
Lee Garden Bangkok,96,3.0,8.1,"English, Thai",306,"444 On Nut Road Soi On Nut 10,Sukhumvit 77, Suamluang, Suanluang, Bangkok, Sukhumvit, Bangkok, Thailand, 10250",0,0,0,1,1,1,0,1,0,0,1,1,0,0,5.0,8.2,8.1,8.4,8.3,8.5,Bangkok
OYO 994 Kudi Hostel,35,2.0,8.2,"English, Thai",424,"50/32 Pan Road, Silom, Bang Rak, Bangkok, 10500, Thailand, Silom, Bangkok, Thailand, 10500",0,0,0,0,0,0,0,1,0,0,0,1,0,0,17.0,8.4,8.0,8.3,8.3,8.5,Bangkok
Sourire at Rattanakosin Island Hotel,119,3.0,8.2,"English, Thai",845,"235 Rajdamnern Avenue, Bavornniwet, Pra Nakhon, Khaosan, Bangkok, Thailand, 10200",0,0,0,0,1,1,0,1,0,0,1,1,0,0,0.0,8.4,7.4,8.5,8.0,8.5,Bangkok
Silom Avenue Inn Hotel,77,3.0,7.1,"English, Thai",1037,"284/11-13 silom soi 22/1 Silom Road, Silom, Bangkok, Thailand, 10500",0,0,0,0,0,1,1,1,0,0,1,1,0,0,0.0,7.0,6.4,7.6,7.1,7.2,Bangkok
The Rose Bangkok,121,3.0,7.9,"English, Thai",86,"Thanon Surawong Khwaeng Si Phraya, 118, Silom, Bangkok, Thailand, 10500",0,0,0,1,0,1,0,1,0,1,1,1,0,0,0.0,8.3,7.4,8.7,8.2,7.4,Bangkok
Smart Suites Hotel,89,3.0,7.3,"English, Filipino, Hindi, Thai",1042,"43/17 Sukhumvit Soi 11, Klongtoey Nua, Wattana, Sukhumvit, Bangkok, Thailand, 10110",0,0,0,1,0,1,0,1,0,0,1,1,0,0,0.0,7.5,6.7,7.6,7.6,7.7,Bangkok
